Content,ID of source revision,Named Entity,Reference,Markup,Position (MathToken)
"""_""",121656077,O,\mathbf{x}_{0j}^T[K_0]\mathbf{x}_{0i} = \omega_i^2 \delta_i^j,math,34
"""i""",0,O,\mathbf{x}_{0j}^T[K_0]\mathbf{x}_{0i} = \omega_i^2 \delta_i^j,math,35
"""^""",121656077,O,\mathbf{x}_{0j}^T[K_0]\mathbf{x}_{0i} = \omega_i^2 \delta_i^j,math,36
"""j""",121656077,O,\mathbf{x}_{0j}^T[K_0]\mathbf{x}_{0i} = \omega_i^2 \delta_i^j,math,37
"""Now""",121656077,O,,text,/
"""we""",0,O,,text,/
"""want""",121656077,O,,text,/
"""to""",0,O,,text,/
"""solve""",121656077,O,,text,/
"""the""",0,O,,text,/
"""equation""",121656077,O,,text,/
"""[""",121656077,O,[K]\mathbf{x}_i = \lambda_i [M] \mathbf{x}_i,math,0
"""K""",121656077,O,[K]\mathbf{x}_i = \lambda_i [M] \mathbf{x}_i,math,1
"""]""",121656077,O,[K]\mathbf{x}_i = \lambda_i [M] \mathbf{x}_i,math,2
"""\""",121656077,O,[K]\mathbf{x}_i = \lambda_i [M] \mathbf{x}_i,math,3
"""mathbf""",121656077,O,[K]\mathbf{x}_i = \lambda_i [M] \mathbf{x}_i,math,4
"""{""",121656077,O,[K]\mathbf{x}_i = \lambda_i [M] \mathbf{x}_i,math,5
"""x""",121656077,O,[K]\mathbf{x}_i = \lambda_i [M] \mathbf{x}_i,math,6
"""}""",121656077,O,[K]\mathbf{x}_i = \lambda_i [M] \mathbf{x}_i,math,7
"""_""",121656077,O,[K]\mathbf{x}_i = \lambda_i [M] \mathbf{x}_i,math,8
"""i""",0,O,[K]\mathbf{x}_i = \lambda_i [M] \mathbf{x}_i,math,9
"""=""",121656077,O,[K]\mathbf{x}_i = \lambda_i [M] \mathbf{x}_i,math,10
"""\""",121656077,O,[K]\mathbf{x}_i = \lambda_i [M] \mathbf{x}_i,math,11
"""lambda""",121656077,O,[K]\mathbf{x}_i = \lambda_i [M] \mathbf{x}_i,math,12
"""_""",121656077,O,[K]\mathbf{x}_i = \lambda_i [M] \mathbf{x}_i,math,13
"""i""",0,O,[K]\mathbf{x}_i = \lambda_i [M] \mathbf{x}_i,math,14
"""[""",121656077,O,[K]\mathbf{x}_i = \lambda_i [M] \mathbf{x}_i,math,15
"""M""",121656077,O,[K]\mathbf{x}_i = \lambda_i [M] \mathbf{x}_i,math,16
"""]""",121656077,O,[K]\mathbf{x}_i = \lambda_i [M] \mathbf{x}_i,math,17
"""\""",121656077,O,[K]\mathbf{x}_i = \lambda_i [M] \mathbf{x}_i,math,18
"""mathbf""",121656077,O,[K]\mathbf{x}_i = \lambda_i [M] \mathbf{x}_i,math,19
"""{""",121656077,O,[K]\mathbf{x}_i = \lambda_i [M] \mathbf{x}_i,math,20
"""x""",121656077,O,[K]\mathbf{x}_i = \lambda_i [M] \mathbf{x}_i,math,21
"""}""",121656077,O,[K]\mathbf{x}_i = \lambda_i [M] \mathbf{x}_i,math,22
"""_""",121656077,O,[K]\mathbf{x}_i = \lambda_i [M] \mathbf{x}_i,math,23
"""i""",0,O,[K]\mathbf{x}_i = \lambda_i [M] \mathbf{x}_i,math,24
""".""",121656077,O,,text,/
"""Substituting""",121656077,O,,text,/
""",""",121656077,O,,text,/
"""we""",0,O,,text,/
"""get""",0,O,,text,/
"""(""",121656077,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,0
"""[""",121656077,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,1
"""K""",121656077,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,2
"""_""",121656077,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,3
"""0""",121656077,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,4
"""]""",121656077,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,5
"""+""",121656077,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,6
"""[""",121656077,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,7
"""\""",121656077,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,8
"""delta""",121656077,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,9
"""K""",121656077,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,10
"""]""",121656077,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,11
""")""",121656077,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,12
"""(""",121656077,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,13
"""\""",121656077,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,14
"""mathbf""",121656077,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,15
"""{""",121656077,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,16
"""x""",121656077,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,17
"""}""",121656077,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,18
"""_""",121656077,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,19
"""{""",121656077,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,20
"""0i""",121656077,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,21
"""}""",121656077,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,22
"""+""",121656077,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,23
"""\""",121656077,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,24
"""delta""",121656077,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,25
"""\""",121656077,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,26
"""mathbf""",121656077,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,27
"""{""",121656077,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,28
"""x""",121656077,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,29
"""}""",121656077,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,30
"""_""",121656077,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,31
"""i""",0,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,32
""")""",121656077,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,33
"""=""",121656077,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,34
"""(""",121656077,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,35
"""\""",121656077,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,36
"""lambda""",121656077,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,37
"""_""",121656077,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,38
"""{""",121656077,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,39
"""0i""",121656077,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,40
"""}""",121656077,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,41
"""+""",121656077,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,42
"""\""",121656077,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,43
"""delta""",121656077,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,44
"""\""",121656077,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,45
"""lambda""",121656077,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,46
"""_""",121656077,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,47
"""{""",121656077,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,48
"""i""",0,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,49
"""}""",121656077,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,50
""")""",121656077,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,51
"""(""",121656077,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,52
"""[""",121656077,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,53
"""M""",121656077,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,54
"""_""",121656077,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,55
"""0""",121656077,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,56
"""]""",121656077,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,57
"""+""",121656077,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,58
"""[""",121656077,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,59
"""\""",121656077,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,60
"""delta""",121656077,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,61
"""M""",121656077,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,62
"""]""",121656077,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,63
""")""",121656077,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,64
"""(""",121656077,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,65
"""\""",121656077,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,66
"""mathbf""",121656077,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,67
"""{""",121656077,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,68
"""x""",121656077,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,69
"""}""",121656077,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,70
"""_""",121656077,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,71
"""{""",121656077,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,72
"""0i""",121656077,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,73
"""}""",121656077,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,74
"""+""",121656077,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,75
"""\""",121656077,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,76
"""delta""",121656077,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,77
"""\""",121656077,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,78
"""mathbf""",121656077,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,79
"""{""",121656077,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,80
"""x""",121656077,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,81
"""}""",121656077,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,82
"""_""",121656077,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,83
"""{""",121656077,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,84
"""0i""",121656077,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,85
"""}""",121656077,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,86
""")""",121656077,O,"([K_0]+[\delta K])(\mathbf{x}_{0i} + \delta \mathbf{x}_i) =
(\lambda_{0i}+\delta\lambda_{i})([M_0]+[\delta
M])(\mathbf{x}_{0i}+\delta\mathbf{x}_{0i})",math,87
""".""",121656077,O,,text,/
"""which""",0,O,,text,/
"""expands""",121656077,O,,text,/
"""to""",0,O,,text,/
"""[""",121656077,O,"[K_0]\mathbf{x}_{0i}+[\delta K]\mathbf{x}_{0i} + [K_0]\delta \mathbf{x}_i +
[\delta K]\delta \mathbf{x}_i",math,0
"""K""",121656077,O,"[K_0]\mathbf{x}_{0i}+[\delta K]\mathbf{x}_{0i} + [K_0]\delta \mathbf{x}_i +
[\delta K]\delta \mathbf{x}_i",math,1
"""_""",121656077,O,"[K_0]\mathbf{x}_{0i}+[\delta K]\mathbf{x}_{0i} + [K_0]\delta \mathbf{x}_i +
[\delta K]\delta \mathbf{x}_i",math,2
"""0""",121656077,O,"[K_0]\mathbf{x}_{0i}+[\delta K]\mathbf{x}_{0i} + [K_0]\delta \mathbf{x}_i +
[\delta K]\delta \mathbf{x}_i",math,3
"""]""",121656077,O,"[K_0]\mathbf{x}_{0i}+[\delta K]\mathbf{x}_{0i} + [K_0]\delta \mathbf{x}_i +
[\delta K]\delta \mathbf{x}_i",math,4
"""\""",121656077,O,"[K_0]\mathbf{x}_{0i}+[\delta K]\mathbf{x}_{0i} + [K_0]\delta \mathbf{x}_i +
[\delta K]\delta \mathbf{x}_i",math,5
"""mathbf""",121656077,O,"[K_0]\mathbf{x}_{0i}+[\delta K]\mathbf{x}_{0i} + [K_0]\delta \mathbf{x}_i +
[\delta K]\delta \mathbf{x}_i",math,6
"""{""",121656077,O,"[K_0]\mathbf{x}_{0i}+[\delta K]\mathbf{x}_{0i} + [K_0]\delta \mathbf{x}_i +
[\delta K]\delta \mathbf{x}_i",math,7
"""x""",121656077,O,"[K_0]\mathbf{x}_{0i}+[\delta K]\mathbf{x}_{0i} + [K_0]\delta \mathbf{x}_i +
[\delta K]\delta \mathbf{x}_i",math,8
"""}""",121656077,O,"[K_0]\mathbf{x}_{0i}+[\delta K]\mathbf{x}_{0i} + [K_0]\delta \mathbf{x}_i +
[\delta K]\delta \mathbf{x}_i",math,9
"""_""",121656077,O,"[K_0]\mathbf{x}_{0i}+[\delta K]\mathbf{x}_{0i} + [K_0]\delta \mathbf{x}_i +
[\delta K]\delta \mathbf{x}_i",math,10
